variables,score
AK,0.05222487009971766
FBO,0.03824003587323044
NKM,0.03427487760579351
ROIC,0.029407859470021336
FM,0.027044656215404528
KO,0.02217349153288839
NO,0.020021490468855374
SDH,0.017056051725095056
BKM,0.007135409654072999
CO,0.0037777990353398128
OK,0.0016723389114825515
LO,0.0
ADH,0.0
