variables,test,train
3,0.6210526315789474,0.6306068601583114
4,0.6736842105263158,0.6543535620052771
5,0.6526315789473685,0.6596306068601583
6,0.631578947368421,0.6200527704485488
7,0.5789473684210527,0.6174142480211082
8,0.5789473684210527,0.5857519788918206
9,0.5789473684210527,0.5804749340369393
10,0.5789473684210527,0.5910290237467019
11,0.5684210526315789,0.6015831134564644
12,0.5684210526315789,0.6121372031662269
