variables,test,train
3,0.6421052631578947,1.0
4,0.631578947368421,1.0
5,0.631578947368421,1.0
6,0.7052631578947368,1.0
7,0.7578947368421053,1.0
8,0.8,1.0
9,0.8,1.0
10,0.7684210526315789,1.0
11,0.7578947368421053,1.0
12,0.7263157894736842,1.0
