variables,score
AK,0.05152985484774031
NKM,0.032181992759744205
FBO,0.030084790484474322
ROIC,0.026605803345180368
FM,0.025120730399073476
NO,0.023511143758397246
KO,0.02167968154540767
SDH,0.013358337109658835
CO,0.012895052071139945
BKM,0.007798459684211556
ADH,0.004852245316707027
LO,0.0
OK,0.0
