variables,test,train
1,0.6210526315789474,0.9762532981530343
2,0.6631578947368421,0.9973614775725593
3,0.6210526315789474,1.0
4,0.7052631578947368,1.0
5,0.6526315789473685,1.0
6,0.6526315789473685,1.0
7,0.6526315789473685,1.0
8,0.7473684210526316,1.0
9,0.7684210526315789,1.0
10,0.7578947368421053,1.0
11,0.7684210526315789,1.0
12,0.6947368421052632,1.0
13,0.7368421052631579,1.0
