variables,test,train
3,0.631578947368421,0.5936675461741425
4,0.631578947368421,0.5936675461741425
5,0.7052631578947368,0.6411609498680739
6,0.7052631578947368,0.6517150395778364
7,0.7263157894736842,0.662269129287599
8,0.7473684210526316,0.6649076517150396
9,0.7473684210526316,0.6675461741424802
10,0.7052631578947368,0.6754617414248021
11,0.7052631578947368,0.6728232189973615
12,0.6842105263157895,0.7018469656992085
13,0.6842105263157895,0.7018469656992085
