variables,test,train
3,0.6631578947368421,0.5989445910290238
4,0.6842105263157895,0.6754617414248021
5,0.6736842105263158,0.6886543535620053
6,0.6631578947368421,0.7071240105540897
7,0.7052631578947368,0.7730870712401056
8,0.7052631578947368,0.783641160949868
9,0.6947368421052632,0.820580474934037
10,0.6947368421052632,0.8179419525065963
11,0.7473684210526316,0.820580474934037
12,0.7157894736842105,0.8232189973614775
13,0.7368421052631579,0.8654353562005277
