variables,test,train
3,0.7368421052631579,0.6517150395778364
4,0.7263157894736842,0.6675461741424802
5,0.7578947368421053,0.6675461741424802
6,0.7684210526315789,0.6754617414248021
7,0.7473684210526316,0.6807387862796834
8,0.7473684210526316,0.6728232189973615
9,0.6842105263157895,0.6860158311345647
10,0.6842105263157895,0.6860158311345647
11,0.6842105263157895,0.6860158311345647
12,0.7052631578947368,0.6754617414248021
