variables,score
AK,0.052228142729572324
NKM,0.035293935903333074
NO,0.035106203575720585
FBO,0.030250153041575745
FM,0.02892573341293736
ROIC,0.026588222473169054
KO,0.022406152683271063
SDH,0.012417631659459971
CO,0.012301377140716108
BKM,0.007501259228783308
ADH,0.002085686119581709
LO,0.0
OK,0.0
