variables,test,train
3,0.6736842105263158,0.6701846965699209
4,0.7473684210526316,0.7282321899736148
5,0.7263157894736842,0.7757255936675461
6,0.7052631578947368,0.7994722955145118
7,0.7789473684210526,0.8364116094986808
8,0.7157894736842105,0.8522427440633246
9,0.7894736842105263,0.8733509234828496
10,0.8105263157894737,0.9050131926121372
11,0.7578947368421053,0.9076517150395779
12,0.7684210526315789,0.9155672823218998
