variables,test,train
3,0.631578947368421,1.0
4,0.7789473684210526,1.0
5,0.7052631578947368,1.0
6,0.6842105263157895,1.0
7,0.7368421052631579,1.0
8,0.8,1.0
9,0.7894736842105263,1.0
10,0.7789473684210526,1.0
11,0.7578947368421053,1.0
12,0.7473684210526316,1.0
