variables,score
AK,0.05413064423650438
NKM,0.03477802541906816
FBO,0.029787137388686435
ROIC,0.028361378993161157
FM,0.027923699815967096
NO,0.0216181451034847
KO,0.01871592003734235
SDH,0.011277805124063844
ADH,0.00863316013789217
BKM,0.00629069061315124
OK,2.7493209488804737e-05
CO,0.0
LO,0.0
