variables,score
AK,0.053806432273238336
NKM,0.0370812718678839
NO,0.03430904890198372
FBO,0.03206930201262326
ROIC,0.028908897578654447
FM,0.027908972981619984
KO,0.01913791365553852
SDH,0.018886973967409793
BKM,0.008650713384566577
CO,0.0023200921697505983
OK,0.0004240969986839538
LO,0.0
ADH,0.0
