variables,score
AK,0.05594265372256424
NKM,0.0348250365420284
FBO,0.033333374320999365
ROIC,0.02837309957450196
FM,0.02811081052522968
NO,0.027301009782998875
KO,0.01998179551207846
ADH,0.013654200786570092
SDH,0.00943013919411917
BKM,0.006068836752056939
CO,0.004022094889914785
OK,0.0012322015344503612
LO,0.0
