variables,score
NKM,0.05617182063546178
SDH,0.029611020232223062
ROIC,0.028822835841685324
KO,0.021430890099587874
AK,0.018893327018546735
FM,0.012743843773646457
OK,0.007903944916278993
NO,0.0
FBO,0.0
BKM,0.0
