variables,score
FM,0.055499066877265246
FBO,0.03301876335536913
ROIC,0.030101634984408543
KO,0.02751966154526153
SDH,0.021716441550521992
BKM,0.014204601721746313
CO,0.006490063605385288
NKM,0.00538988021867004
NO,0.0
AK,0.0
