variables,score
FM,0.05701585470734427
ROIC,0.034071441801091895
ADH,0.026722029734971287
OK,0.024610047926365786
SDH,0.019276757465268135
BKM,0.014934497704806926
NKM,0.006348456335474095
KO,0.0021680944509028244
NO,0.0
FBO,0.0
AK,0.0
