variables,score
BKM,0.053536167217976605
OK,0.03577447973830683
FBO,0.033774773051252094
KO,0.03051881312036242
NKM,0.024033151779849327
ADH,0.01876460552906578
AK,0.016383663869163012
FM,0.008345141085323027
SDH,0.007019855601405833
CO,0.005764067755305469
ROIC,0.00013046688841189535
NO,0.0
