variables,score
NKM,0.05844694529982686
FBO,0.043504155834432456
KO,0.026899536241592026
SDH,0.022083128309613453
CO,0.011931474199520009
FM,0.009514405022056138
ROIC,0.005593316023371653
AK,0.002327151136735539
NO,0.0
