variables,score
FM,0.055640779360749626
FBO,0.04328818384506761
ROIC,0.03631689910984037
KO,0.02962682721005505
OK,0.02567319598318485
SDH,0.019298600366858265
CO,0.016254522875321475
BKM,0.01457367123638531
NKM,0.007823575215656353
NO,0.0
AK,0.0
