variables,score
NKM,0.05543342401098905
ADH,0.03356679654809236
KO,0.021436205342244996
SDH,0.019826026527195673
FM,0.013863867678480801
AK,0.007063877976668076
ROIC,0.006664074847295032
NO,0.0
FBO,0.0
