variables,score
FM,0.05489629412259345
KO,0.05102667816056616
ROIC,0.03388726123716457
ADH,0.03363392351395378
OK,0.026371483865017087
SDH,0.02097799223612329
BKM,0.015872144212073946
NKM,0.006773746001270009
NO,0.0
FBO,0.0
AK,0.0
