variables,score
AK,0.05372989929462024
NKM,0.03565364417443351
ROIC,0.027529217717962018
FBO,0.024588222379645197
FM,0.02456560104647587
KO,0.022263907446089304
NO,0.02070734996800616
SDH,0.018791534947919963
CO,0.009126745524538293
BKM,0.006790489688899948
OK,0.0016039113998309595
LO,0.0
ADH,0.0
