variables,score
AK,0.054389258102713
NKM,0.033536480981321004
FBO,0.03330331179093693
FM,0.026329548538271297
ROIC,0.025632995093891386
KO,0.02073366319432579
NO,0.01950817892833645
SDH,0.011129333693946641
CO,0.007233853153452152
BKM,0.006705096881988171
ADH,0.001609031352160173
OK,0.0008435263738091336
LO,0.0
