variables,score
NKM,0.0549277646445705
SDH,0.03521531396942823
ROIC,0.02818022072122206
KO,0.028018135174360914
AK,0.01939731201620254
FM,0.007526253113018022
OK,0.0066180297063132
NO,0.0
FBO,0.0
BKM,0.0
