variables,score
NKM,0.058974790052355175
SDH,0.023901422750473467
AK,0.021999281073867838
FM,0.011898029953149258
KO,0.007677154659329943
ROIC,0.0072609873112960965
NO,0.005756081225833487
FBO,0.0
BKM,0.0
