variables,score
BKM,0.052519330678988396
ROIC,0.03619469360788807
FBO,0.032731436992093244
KO,0.02993783057735455
NKM,0.027628516213821452
ADH,0.018942012510270168
AK,0.01575674156502549
FM,0.008734431822715383
SDH,0.007961916697971416
CO,0.0027916132400391813
NO,0.0
