variables,score
NKM,0.05572636243683893
FBO,0.04474351364024609
KO,0.031846987499835944
SDH,0.01955985458380849
FM,0.01432850501020666
CO,0.007762446285995983
ROIC,0.006936996955660302
NO,0.0
AK,0.0
