variables,score
FM,0.05487711498949066
FBO,0.04280181082828971
KO,0.02805401350366421
ROIC,0.025508422875373693
SDH,0.02004871757267157
CO,0.012976700996419899
BKM,0.012221311922000933
NKM,0.006285667506862325
NO,0.0
AK,0.0
