variables,score
NO,0.0601475049014597
AK,0.05441722767182178
NKM,0.03381610056473794
ROIC,0.029445532767188087
FM,0.027044656215404306
FBO,0.022448070664210285
KO,0.020591213051875945
SDH,0.013887308841162405
BKM,0.00802784820473934
OK,0.00016562863243430037
CO,0.0
LO,0.0
ADH,0.0
