variables,score
FM,0.05608600923635931
ROIC,0.03549896996912616
ADH,0.030453641536203335
OK,0.02540194824358255
SDH,0.020941284920934944
BKM,0.011394882139875051
AK,0.006088539186098307
NKM,0.005829402018951324
KO,0.005547645941027302
NO,0.0
FBO,0.0
