variables,score
NKM,0.05378508407151017
ADH,0.0381531209128978
SDH,0.022546799659361128
KO,0.01520042342608341
FM,0.013424764470390205
AK,0.00817539750992613
ROIC,0.007183129163817581
NO,0.005737565553080026
FBO,0.0
