variables,score
AK,0.05328052826632135
NKM,0.035521445149829356
FBO,0.03538034282366409
ROIC,0.026509527141309164
FM,0.02523074403756831
NO,0.023229376113449884
KO,0.022138382478791963
SDH,0.015276487524645166
BKM,0.006808907745292636
ADH,0.00580222946289366
OK,0.0015609933887446026
CO,0.0
LO,0.0
