,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_leaf_size,param_metric,param_n_neighbors,param_p,param_weights,params,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy,split0_train_Accuracy,split1_train_Accuracy,split2_train_Accuracy,split3_train_Accuracy,split4_train_Accuracy,mean_train_Accuracy,std_train_Accuracy,split0_test_Precision,split1_test_Precision,split2_test_Precision,split3_test_Precision,split4_test_Precision,mean_test_Precision,std_test_Precision,rank_test_Precision,split0_train_Precision,split1_train_Precision,split2_train_Precision,split3_train_Precision,split4_train_Precision,mean_train_Precision,std_train_Precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1
2575,0.0006124496459960938,0.0005006151930684318,0.009698486328125,0.00255924245134855,brute,1,minkowski,6,2,distance,"{'algorithm': 'brute', 'leaf_size': 1, 'metric': 'minkowski', 'n_neighbors': 6, 'p': 2, 'weights': 'distance'}",0.7631578947368421,0.6447368421052632,0.75,0.7763157894736842,0.7466666666666667,0.7361754385964911,0.046907359764999726,37,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7755102040816326,0.7368421052631579,0.7708333333333334,0.78,0.7954545454545454,0.7717280376265339,0.019305471198337143,157,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8444444444444444,0.6222222222222222,0.8222222222222222,0.8666666666666667,0.7777777777777778,0.7866666666666666,0.08731947868617111,649,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8085106382978723,0.6746987951807228,0.7956989247311829,0.8210526315789474,0.7865168539325843,0.777295568744262,0.05260964678252301,37,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2576,0.0008771419525146484,0.0004621395923728345,0.007682657241821289,0.0006827819363189192,brute,1,minkowski,7,1,uniform,"{'algorithm': 'brute', 'leaf_size': 1, 'metric': 'minkowski', 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'}",0.6578947368421053,0.6578947368421053,0.6973684210526315,0.6842105263157895,0.72,0.6834736842105263,0.02381740326024103,553,0.7887788778877888,0.7788778877887789,0.7920792079207921,0.7887788778877888,0.7730263157894737,0.7843082334549244,0.007171215903920412,0.6792452830188679,0.7435897435897436,0.7619047619047619,0.7333333333333333,0.7608695652173914,0.7357885374128197,0.03024943503536279,613,0.8333333333333334,0.7958115183246073,0.8268156424581006,0.8152173913043478,0.8208092485549133,0.8183974267950604,0.012806251835948395,0.8,0.6444444444444445,0.7111111111111111,0.7333333333333333,0.7777777777777778,0.7333333333333334,0.05443310539518174,1813,0.8055555555555556,0.8444444444444444,0.8222222222222222,0.8333333333333334,0.7888888888888889,0.818888888888889,0.019751543149590208,0.7346938775510203,0.6904761904761906,0.735632183908046,0.7333333333333333,0.7692307692307693,0.7326732708998719,0.025021262879162866,985,0.8192090395480227,0.8194070080862532,0.8245125348189415,0.8241758241758242,0.8045325779036827,0.8183673969065449,0.007275876825342315
2577,0.0011074066162109375,0.0008062720826647346,0.009501886367797852,0.0010628275437077777,brute,1,minkowski,7,1,distance,"{'algorithm': 'brute', 'leaf_size': 1, 'metric': 'minkowski', 'n_neighbors': 7, 'p': 1, 'weights': 'distance'}",0.6973684210526315,0.6842105263157895,0.7105263157894737,0.75,0.76,0.7204210526315789,0.029603847919389626,61,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7115384615384616,0.7837837837837838,0.7674418604651163,0.782608695652174,0.7872340425531915,0.7665213687985454,0.02831881108437878,253,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8222222222222222,0.6444444444444445,0.7333333333333333,0.8,0.8222222222222222,0.7644444444444444,0.06827685109216539,949,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7628865979381444,0.7073170731707318,0.7499999999999999,0.7912087912087912,0.8043478260869565,0.7631520576809248,0.0339848913965839,61,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2578,0.0005990982055664063,0.0004891621245490193,0.009988117218017577,0.001157843507866466,brute,1,minkowski,7,2,uniform,"{'algorithm': 'brute', 'leaf_size': 1, 'metric': 'minkowski', 'n_neighbors': 7, 'p': 2, 'weights': 'uniform'}",0.7368421052631579,0.5789473684210527,0.6447368421052632,0.6447368421052632,0.68,0.6570526315789474,0.05156884970975995,1357,0.759075907590759,0.7821782178217822,0.7524752475247525,0.7656765676567657,0.7598684210526315,0.7638548723293381,0.010072633442637742,0.7450980392156863,0.6756756756756757,0.7045454545454546,0.6956521739130435,0.7441860465116279,0.7130314779722976,0.027453161053900763,889,0.8022598870056498,0.7878787878787878,0.7837837837837838,0.7945945945945946,0.8128654970760234,0.7962765100677679,0.01039628854129763,0.8444444444444444,0.5555555555555556,0.6888888888888889,0.7111111111111111,0.7111111111111111,0.7022222222222222,0.09173229973577908,2341,0.7888888888888889,0.8666666666666667,0.8055555555555556,0.8166666666666667,0.7722222222222223,0.8099999999999999,0.032087842395985895,0.7916666666666666,0.6097560975609757,0.6966292134831461,0.7032967032967032,0.7272727272727273,0.7057242816560437,0.05856438304989573,1861,0.7955182072829131,0.8253968253968254,0.7945205479452055,0.8054794520547945,0.7920227920227921,0.8025875649405062,0.012290584862749986
2579,0.0008888721466064453,0.00046353093170066847,0.008749628067016601,0.0012476714698240984,brute,1,minkowski,7,2,distance,"{'algorithm': 'brute', 'leaf_size': 1, 'metric': 'minkowski', 'n_neighbors': 7, 'p': 2, 'weights': 'distance'}",0.75,0.6052631578947368,0.6578947368421053,0.7236842105263158,0.7066666666666667,0.6887017543859649,0.05141022649356275,409,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.7142857142857143,0.7111111111111111,0.75,0.7674418604651163,0.7385677371723884,0.0220843438334971,577,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8666666666666667,0.5555555555555556,0.7111111111111111,0.8,0.7333333333333333,0.7333333333333334,0.10423146132940957,1813,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8041237113402062,0.6250000000000001,0.7111111111111111,0.7741935483870969,0.7499999999999999,0.7328856741676829,0.06194763732110449,939,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2580,0.0015375614166259766,0.001117125816519708,0.008850383758544921,0.0012551909280780114,brute,1,minkowski,8,1,uniform,"{'algorithm': 'brute', 'leaf_size': 1, 'metric': 'minkowski', 'n_neighbors': 8, 'p': 1, 'weights': 'uniform'}",0.618421052631579,0.6578947368421053,0.7236842105263158,0.6578947368421053,0.72,0.6755789473684211,0.040447085914843965,739,0.7392739273927392,0.768976897689769,0.759075907590759,0.7491749174917491,0.7335526315789473,0.7500108563487927,0.012874311460593937,0.6818181818181818,0.8064516129032258,0.8157894736842105,0.7435897435897436,0.7857142857142857,0.7666726595419295,0.049174207645718095,241,0.8531468531468531,0.8235294117647058,0.8496732026143791,0.8333333333333334,0.8152866242038217,0.8349938850126186,0.014612188916473229,0.6666666666666666,0.5555555555555556,0.6888888888888889,0.6444444444444445,0.7333333333333333,0.6577777777777778,0.05896221849520709,2485,0.6777777777777778,0.7777777777777778,0.7222222222222222,0.7222222222222222,0.7111111111111111,0.7222222222222223,0.03220305943597652,0.6741573033707865,0.6578947368421053,0.746987951807229,0.6904761904761906,0.7586206896551724,0.7056273744302967,0.040043269742376555,1873,0.7554179566563467,0.7999999999999999,0.7807807807807808,0.7738095238095238,0.7596439169139466,0.7739304356321195,0.01595857468302747
2581,0.0004001617431640625,0.000490096065864152,0.010346508026123047,0.0013969482586329192,brute,1,minkowski,8,1,distance,"{'algorithm': 'brute', 'leaf_size': 1, 'metric': 'minkowski', 'n_neighbors': 8, 'p': 1, 'weights': 'distance'}",0.6710526315789473,0.6710526315789473,0.6973684210526315,0.7236842105263158,0.7733333333333333,0.7072982456140351,0.03835419962815874,253,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7,0.7777777777777778,0.75,0.74,0.8043478260869565,0.7544251207729469,0.03529130960838335,373,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7777777777777778,0.6222222222222222,0.7333333333333333,0.8222222222222222,0.8222222222222222,0.7555555555555555,0.07436978013636225,1153,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7368421052631577,0.6913580246913581,0.7415730337078651,0.7789473684210526,0.8131868131868132,0.7523814690540493,0.0411951253131396,217,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2582,0.0005761623382568359,0.0007586521086226448,0.008942651748657226,0.00164010356569798,brute,1,minkowski,8,2,uniform,"{'algorithm': 'brute', 'leaf_size': 1, 'metric': 'minkowski', 'n_neighbors': 8, 'p': 2, 'weights': 'uniform'}",0.6842105263157895,0.5921052631578947,0.6710526315789473,0.6842105263157895,0.6533333333333333,0.6569824561403508,0.0343600690173162,1441,0.7161716171617162,0.7524752475247525,0.735973597359736,0.7161716171617162,0.7368421052631579,0.7315268368942157,0.013845051177109189,0.7560975609756098,0.6944444444444444,0.7631578947368421,0.8,0.7567567567567568,0.7540913313827307,0.03393726269544119,385,0.8263888888888888,0.8070175438596491,0.8205128205128205,0.7974683544303798,0.8205128205128205,0.8143800856409117,0.010579658817608398,0.6888888888888889,0.5555555555555556,0.6444444444444445,0.6222222222222222,0.6222222222222222,0.6266666666666667,0.04309048762147848,2593,0.6611111111111111,0.7666666666666667,0.7111111111111111,0.7,0.7111111111111111,0.71,0.03377485367460151,0.7209302325581395,0.6172839506172839,0.6987951807228916,0.7000000000000001,0.6829268292682927,0.6839872386333217,0.03547089391547751,2377,0.7345679012345678,0.7863247863247863,0.7619047619047619,0.7455621301775147,0.7619047619047619,0.7580528683092785,0.017530189584793365
2583,0.0010036468505859376,1.0405106885517773e-05,0.009187650680541993,0.00138970486347318,brute,1,minkowski,8,2,distance,"{'algorithm': 'brute', 'leaf_size': 1, 'metric': 'minkowski', 'n_neighbors': 8, 'p': 2, 'weights': 'distance'}",0.75,0.5789473684210527,0.6842105263157895,0.7368421052631579,0.72,0.694,0.06161231664470074,361,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.76,0.6666666666666666,0.7441860465116279,0.7659574468085106,0.7857142857142857,0.7445048891402182,0.041127644220234696,433,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8444444444444444,0.5777777777777777,0.7111111111111111,0.8,0.7333333333333333,0.7333333333333334,0.0910840068085298,1813,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8,0.619047619047619,0.7272727272727273,0.7826086956521738,0.7586206896551724,0.7375099463255385,0.0640666701507572,745,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2584,0.0008019447326660156,0.0007483202980215737,0.01093912124633789,0.0021321987739458645,brute,1,minkowski,9,1,uniform,"{'algorithm': 'brute', 'leaf_size': 1, 'metric': 'minkowski', 'n_neighbors': 9, 'p': 1, 'weights': 'uniform'}",0.6578947368421053,0.6447368421052632,0.6578947368421053,0.6578947368421053,0.7066666666666667,0.6650175438596492,0.021439027187220492,1021,0.7458745874587459,0.7557755775577558,0.759075907590759,0.735973597359736,0.7368421052631579,0.746708355046031,0.009470416630485269,0.6792452830188679,0.725,0.7111111111111111,0.7209302325581395,0.7555555555555555,0.7183684364487348,0.024563029810096813,829,0.7976878612716763,0.7731958762886598,0.786096256684492,0.7659574468085106,0.7873563218390804,0.7820587525784839,0.011193188479136529,0.8,0.6444444444444445,0.7111111111111111,0.6888888888888889,0.7555555555555555,0.7200000000000001,0.05370242654930921,2029,0.7666666666666667,0.8333333333333334,0.8166666666666667,0.8,0.7611111111111111,0.7955555555555556,0.027977062915587055,0.7346938775510203,0.6823529411764706,0.7111111111111111,0.7045454545454545,0.7555555555555555,0.7176517879879224,0.0252495284273911,1539,0.7818696883852692,0.8021390374331551,0.8010899182561307,0.7826086956521738,0.7740112994350282,0.7883437278323514,0.011251650740542163
2585,0.000800466537475586,0.000400237795782071,0.010259246826171875,0.001731308064438857,brute,1,minkowski,9,1,distance,"{'algorithm': 'brute', 'leaf_size': 1, 'metric': 'minkowski', 'n_neighbors': 9, 'p': 1, 'weights': 'distance'}",0.6973684210526315,0.6710526315789473,0.6578947368421053,0.7236842105263158,0.76,0.702,0.03676593630008844,265,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7115384615384616,0.7631578947368421,0.7111111111111111,0.7727272727272727,0.8,0.7517069480227375,0.035119015879163704,409,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8222222222222222,0.6444444444444445,0.7111111111111111,0.7555555555555555,0.8,0.7466666666666667,0.06378977819736587,1415,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7628865979381444,0.6987951807228916,0.7111111111111111,0.7640449438202247,0.8000000000000002,0.7473675667184745,0.03731743700909249,331,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2586,0.0008047580718994141,0.0004024262839040991,0.009152698516845702,0.001088899642313387,brute,1,minkowski,9,2,uniform,"{'algorithm': 'brute', 'leaf_size': 1, 'metric': 'minkowski', 'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}",0.7368421052631579,0.5526315789473685,0.6052631578947368,0.6578947368421053,0.72,0.6545263157894737,0.06911358029077508,1453,0.7326732673267327,0.7623762376237624,0.7227722772277227,0.7458745874587459,0.7532894736842105,0.7433971686642349,0.014174544562182768,0.7450980392156863,0.6341463414634146,0.6666666666666666,0.7021276595744681,0.7727272727272727,0.7041531959295015,0.05037695216332893,1093,0.7796610169491526,0.7755102040816326,0.7553191489361702,0.7814207650273224,0.7932960893854749,0.7770414448759505,0.012364925476779073,0.8444444444444444,0.5777777777777777,0.6666666666666666,0.7333333333333333,0.7555555555555555,0.7155555555555555,0.08933222774329683,2221,0.7666666666666667,0.8444444444444444,0.7888888888888889,0.7944444444444444,0.7888888888888889,0.7966666666666666,0.025724082006200494,0.7916666666666666,0.6046511627906976,0.6666666666666666,0.7173913043478262,0.7640449438202247,0.7088841488584163,0.06725304667777793,1753,0.773109243697479,0.8085106382978723,0.7717391304347826,0.7878787878787878,0.7910863509749304,0.7864648302567704,0.01345060080204875
